ANO_ELEICAO,SG_UE,SQ_CANDIDATO,NR_TURNO,QT_VOTOS_NOMINAIS
2014,BA,50000000332,1,84969
2014,BA,50000000333,1,5606
2014,BA,50000000334,1,3282
2014,BA,50000000335,1,1265
2014,BA,50000000336,1,5358
2014,BA,50000000338,1,42037
2014,BA,50000000339,1,39360
2014,BA,50000000340,1,57057
2014,BA,50000000341,1,46543
2014,BA,50000000342,1,35210
2014,BA,50000000343,1,1567
2014,BA,50000000344,1,51823
2014,BA,50000000345,1,20834
2014,BA,50000000346,1,49808
2014,BA,50000000347,1,12551
2014,BA,50000000348,1,19699
2014,BA,50000000349,1,83179
2014,BA,50000000350,1,7513
2014,BA,50000000351,1,39083
2014,BA,50000000352,1,15444
2014,BA,50000000353,1,109
2014,BA,50000000354,1,15314
2014,BA,50000000355,1,4219
2014,BA,50000000356,1,60872
2014,BA,50000000357,1,70819
2014,BA,50000000358,1,41013
2014,BA,50000000359,1,11954
2014,BA,50000000360,1,45548
2014,BA,50000000361,1,27746
2014,BA,50000000362,1,4670
2014,BA,50000000363,1,60899
2014,BA,50000000364,1,37010
2014,BA,50000000365,1,60931
2014,BA,50000000366,1,96550
2014,BA,50000000367,1,45
2014,BA,50000000368,1,36990
2014,BA,50000000369,1,12105
2014,BA,50000000370,1,14912
2014,BA,50000000371,1,30710
2014,BA,50000000372,1,14
2014,BA,50000000373,1,7373
2014,BA,50000000374,1,3086
2014,BA,50000000375,1,99
2014,BA,50000000376,1,132
2014,BA,50000000377,1,359
2014,BA,50000000378,1,84
2014,BA,50000000379,1,1653
2014,BA,50000000380,1,943
2014,BA,50000000381,1,4486
2014,BA,50000000382,1,53743
2014,BA,50000000383,1,235
2014,BA,50000000384,1,284
2014,BA,50000000385,1,35
2014,BA,50000000386,1,58846
2014,BA,50000000387,1,74909
2014,BA,50000000388,1,46876
2014,BA,50000000389,1,32303
2014,BA,50000000390,1,78331
2014,BA,50000000392,1,132
2014,BA,50000000393,1,1215
2014,BA,50000000394,1,47831
2014,BA,50000000395,1,296
2014,BA,50000000396,1,1941
2014,BA,50000000397,1,2690
2014,BA,50000000398,1,1639
2014,BA,50000000399,1,74592
2014,BA,50000000400,1,4
2014,BA,50000000401,1,3558975
2014,BA,50000000403,1,3341111
2014,BA,50000000406,1,2694
2014,BA,50000000407,1,487
2014,BA,50000000408,1,20969
2014,BA,50000000409,1,373
2014,BA,50000000410,1,103
2014,BA,50000000411,1,18063
2014,BA,50000000412,1,560
2014,BA,50000000413,1,1252
2014,BA,50000000414,1,361
2014,BA,50000000415,1,196
2014,BA,50000000416,1,43
2014,BA,50000000418,1,532
2014,BA,50000000419,1,0
2014,BA,50000000420,1,2984
2014,BA,50000000421,1,1095
2014,BA,50000000422,1,38225
2014,BA,50000000423,1,492
2014,BA,50000000424,1,203
2014,BA,50000000425,1,1254
2014,BA,50000000426,1,6874
2014,BA,50000000427,1,164
2014,BA,50000000428,1,0
2014,BA,50000000429,1,337
2014,BA,50000000430,1,212
2014,BA,50000000431,1,289
2014,BA,50000000432,1,35421
2014,BA,50000000433,1,4857
2014,BA,50000000434,1,132
2014,BA,50000000435,1,1722
2014,BA,50000000436,1,1781
2014,BA,50000000437,1,328
2014,BA,50000000438,1,157
2014,BA,50000000439,1,475
2014,BA,50000000440,1,0
2014,BA,50000000441,1,88
2014,BA,50000000442,1,141
2014,BA,50000000443,1,3132
2014,BA,50000000444,1,278
2014,BA,50000000445,1,4797
2014,BA,50000000446,1,988
2014,BA,50000000447,1,693
2014,BA,50000000448,1,34124
2014,BA,50000000449,1,288
2014,BA,50000000450,1,264
2014,BA,50000000451,1,290
2014,BA,50000000452,1,1216
2014,BA,50000000453,1,1086
2014,BA,50000000454,1,1016
2014,BA,50000000455,1,277
2014,BA,50000000456,1,175
2014,BA,50000000457,1,12882
2014,BA,50000000458,1,698
2014,BA,50000000459,1,570
2014,BA,50000000460,1,160
2014,BA,50000000461,1,2
2014,BA,50000000462,1,138
2014,BA,50000000464,1,0
2014,BA,50000000465,1,1848
2014,BA,50000000466,1,36779
2014,BA,50000000467,1,309
2014,BA,50000000468,1,51
2014,BA,50000000469,1,0
2014,BA,50000000470,1,633
2014,BA,50000000471,1,1566
2014,BA,50000000472,1,13
2014,BA,50000000474,1,0
2014,BA,50000000475,1,0
2014,BA,50000000476,1,10440
2014,BA,50000000477,1,821
2014,BA,50000000478,1,5404
2014,BA,50000000480,1,0
2014,BA,50000000481,1,889
2014,BA,50000000482,1,0
2014,BA,50000000484,1,427
2014,BA,50000000485,1,1971
2014,BA,50000000486,1,379
2014,BA,50000000487,1,207
2014,BA,50000000488,1,567
2014,BA,50000000489,1,5168
2014,BA,50000000491,1,788
2014,BA,50000000492,1,686
2014,BA,50000000493,1,1499
2014,BA,50000000494,1,1476
2014,BA,50000000495,1,660
2014,BA,50000000496,1,22398
2014,BA,50000000497,1,241
2014,BA,50000000498,1,22782
2014,BA,50000000499,1,1376
2014,BA,50000000500,1,2428
2014,BA,50000000501,1,4900
2014,BA,50000000502,1,1617
2014,BA,50000000503,1,1565
2014,BA,50000000504,1,1229
2014,BA,50000000505,1,0
2014,BA,50000000506,1,605
2014,BA,50000000507,1,0
2014,BA,50000000508,1,404
2014,BA,50000000509,1,673
2014,BA,50000000510,1,4802
2014,BA,50000000511,1,369
2014,BA,50000000512,1,470
2014,BA,50000000513,1,12889
2014,BA,50000000514,1,357
2014,BA,50000000515,1,11783
2014,BA,50000000516,1,290
2014,BA,50000000517,1,1727
2014,BA,50000000518,1,2133
2014,BA,50000000519,1,3942
2014,BA,50000000520,1,3164
2014,BA,50000000521,1,4713
2014,BA,50000000522,1,0
2014,BA,50000000523,1,528
2014,BA,50000000524,1,1081
2014,BA,50000000525,1,479
2014,BA,50000000526,1,314
2014,BA,50000000527,1,0
2014,BA,50000000528,1,35771
2014,BA,50000000529,1,40019
2014,BA,50000000530,1,287
2014,BA,50000000531,1,515
2014,BA,50000000532,1,416
2014,BA,50000000533,1,0
2014,BA,50000000534,1,170
2014,BA,50000000535,1,29378
2014,BA,50000000536,1,211
2014,BA,50000000537,1,19142
2014,BA,50000000538,1,5667
2014,BA,50000000539,1,531
2014,BA,50000000540,1,2472
2014,BA,50000000541,1,123
2014,BA,50000000542,1,461
2014,BA,50000000543,1,467
2014,BA,50000000544,1,6189
2014,BA,50000000545,1,71
2014,BA,50000000546,1,1140
2014,BA,50000000547,1,393
2014,BA,50000000549,1,348
2014,BA,50000000550,1,0
2014,BA,50000000551,1,39904
2014,BA,50000000552,1,1137
2014,BA,50000000553,1,1106
2014,BA,50000000554,1,326
2014,BA,50000000555,1,318
2014,BA,50000000557,1,211
2014,BA,50000000558,1,157
2014,BA,50000000559,1,412
2014,BA,50000000560,1,480
2014,BA,50000000561,1,22597
2014,BA,50000000562,1,0
2014,BA,50000000563,1,12919
2014,BA,50000000564,1,694
2014,BA,50000000565,1,720
2014,BA,50000000567,1,53
2014,BA,50000000568,1,26942
2014,BA,50000000570,1,479
2014,BA,50000000571,1,941
2014,BA,50000000573,1,0
2014,BA,50000000574,1,776
2014,BA,50000000575,1,661
2014,BA,50000000576,1,402
2014,BA,50000000577,1,2052
2014,BA,50000000578,1,1878
2014,BA,50000000580,1,0
2014,BA,50000000581,1,0
2014,BA,50000000582,1,0
2014,BA,50000000583,1,0
2014,BA,50000000584,1,0
2014,BA,50000000586,1,598
2014,BA,50000000587,1,1386
2014,BA,50000000588,1,192
2014,BA,50000000589,1,96
2014,BA,50000000590,1,11036
2014,BA,50000000591,1,38
2014,BA,50000000592,1,318
2014,BA,50000000593,1,692
2014,BA,50000000594,1,154
2014,BA,50000000595,1,860
2014,BA,50000000596,1,679
2014,BA,50000000597,1,78
2014,BA,50000000598,1,655
2014,BA,50000000599,1,567
2014,BA,50000000620,1,2440409
2014,BA,50000000621,1,2064951
2014,BA,50000000626,1,89118
2014,BA,50000000627,1,13245
2014,BA,50000000628,1,88334
2014,BA,50000000629,1,16908
2014,BA,50000000630,1,101924
2014,BA,50000000631,1,55170
2014,BA,50000000632,1,1935
2014,BA,50000000633,1,0
2014,BA,50000000634,1,61899
2014,BA,50000000635,1,24823
2014,BA,50000000636,1,364
2014,BA,50000000637,1,110662
2014,BA,50000000638,1,4153
2014,BA,50000000639,1,120479
2014,BA,50000000640,1,361
2014,BA,50000000641,1,426
2014,BA,50000000642,1,117671
2014,BA,50000000643,1,108476
2014,BA,50000000644,1,9557
2014,BA,50000000646,1,2370
2014,BA,50000000648,1,18084
2014,BA,50000000649,1,9
2014,BA,50000000650,1,46555
2014,BA,50000000651,1,0
2014,BA,50000000652,1,1609
2014,BA,50000000653,1,6241
2014,BA,50000000654,1,47
2014,BA,50000000655,1,222164
2014,BA,50000000656,1,2749
2014,BA,50000000657,1,4850
2014,BA,50000000658,1,254
2014,BA,50000000659,1,1320
2014,BA,50000000660,1,2623
2014,BA,50000000661,1,95158
2014,BA,50000000662,1,2459
2014,BA,50000000664,1,817
2014,BA,50000000665,1,5410
2014,BA,50000000667,1,23017
2014,BA,50000000668,1,478
2014,BA,50000000669,1,1042
2014,BA,50000000670,1,116912
2014,BA,50000000671,1,0
2014,BA,50000000672,1,117470
2014,BA,50000000673,1,63649
2014,BA,50000000674,1,57362
2014,BA,50000000676,1,95698
2014,BA,50000000677,1,4694
2014,BA,50000000679,1,56230
2014,BA,50000000680,1,1207
2014,BA,50000000681,1,161438
2014,BA,50000000682,1,987
2014,BA,50000000683,1,74836
2014,BA,50000000684,1,0
2014,BA,50000000685,1,670
2014,BA,50000000686,1,474
2014,BA,50000000688,1,6643
2014,BA,50000000689,1,324
2014,BA,50000000690,1,341
2014,BA,50000000691,1,718
2014,BA,50000000692,1,318
2014,BA,50000000695,1,518
2014,BA,50000000696,1,431
2014,BA,50000000697,1,97
2014,BA,50000000698,1,0
2014,BA,50000000700,1,0
2014,BA,50000000704,1,1930
2014,BA,50000000705,1,15382
2014,BA,50000000706,1,6562
2014,BA,50000000707,1,36278
2014,BA,50000000708,1,3486
2014,BA,50000000709,1,2380
2014,BA,50000000710,1,92170
2014,BA,50000000711,1,26067
2014,BA,50000000713,1,44957
2014,BA,50000000714,1,10410
2014,BA,50000000715,1,30661
2014,BA,50000000716,1,440
2014,BA,50000000717,1,276
2014,BA,50000000718,1,18472
2014,BA,50000000719,1,52870
2014,BA,50000000720,1,1124
2014,BA,50000000721,1,83355
2014,BA,50000000722,1,629
2014,BA,50000000723,1,67574
2014,BA,50000000724,1,71868
2014,BA,50000000725,1,60890
2014,BA,50000000726,1,0
2014,BA,50000000727,1,6324
2014,BA,50000000728,1,11077
2014,BA,50000000729,1,24915
2014,BA,50000000730,1,108041
2014,BA,50000000731,1,7157
2014,BA,50000000732,1,11340
2014,BA,50000000733,1,12762
2014,BA,50000000734,1,41777
2014,BA,50000000736,1,430
2014,BA,50000000737,1,3622
2014,BA,50000000740,1,45519
2014,BA,50000000741,1,18830
2014,BA,50000000742,1,1318
2014,BA,50000000743,1,22608
2014,BA,50000000744,1,290
2014,BA,50000000745,1,6096
2014,BA,50000000746,1,40876
2014,BA,50000000747,1,48143
2014,BA,50000000748,1,62039
2014,BA,50000000749,1,58319
2014,BA,50000000750,1,232
2014,BA,50000000752,1,24
2014,BA,50000000753,1,77964
2014,BA,50000000754,1,10740
2014,BA,50000000755,1,2619
2014,BA,50000000756,1,17670
2014,BA,50000000757,1,1061
2014,BA,50000000758,1,429
2014,BA,50000000759,1,51126
2014,BA,50000000760,1,9901
2014,BA,50000000761,1,46604
2014,BA,50000000762,1,30510
2014,BA,50000000763,1,123
2014,BA,50000000764,1,47401
2014,BA,50000000765,1,96
2014,BA,50000000766,1,24662
2014,BA,50000000767,1,5013
2014,BA,50000000768,1,1563
2014,BA,50000000769,1,22238
2014,BA,50000000770,1,721
2014,BA,50000000771,1,445
2014,BA,50000000772,1,368
2014,BA,50000000774,1,7758
2014,BA,50000000777,1,314
2014,BA,50000000778,1,792
2014,BA,50000000779,1,505
2014,BA,50000000780,1,120
2014,BA,50000000781,1,195
2014,BA,50000000782,1,152
2014,BA,50000000783,1,176
2014,BA,50000000784,1,853
2014,BA,50000000785,1,202
2014,BA,50000000786,1,2761
2014,BA,50000000787,1,81097
2014,BA,50000000788,1,402
2014,BA,50000000789,1,971
2014,BA,50000000790,1,242
2014,BA,50000000791,1,5615
2014,BA,50000000792,1,358
2014,BA,50000000793,1,5191
2014,BA,50000000794,1,83901
2014,BA,50000000795,1,1920
2014,BA,50000000796,1,160
2014,BA,50000000797,1,128
2014,BA,50000000798,1,18634
2014,BA,50000000800,1,4566
2014,BA,50000000801,1,4062
2014,BA,50000000802,1,24811
2014,BA,50000000803,1,14402
2014,BA,50000000804,1,13395
2014,BA,50000000806,1,277
2014,BA,50000000807,1,1023
2014,BA,50000000808,1,5428
2014,BA,50000000809,1,304
2014,BA,50000000810,1,45347
2014,BA,50000000811,1,206
2014,BA,50000000812,1,34651
2014,BA,50000000813,1,1306
2014,BA,50000000815,1,1539
2014,BA,50000000816,1,33503
2014,BA,50000000817,1,26447
2014,BA,50000000818,1,308
2014,BA,50000000819,1,481
2014,BA,50000000820,1,123234
2014,BA,50000000821,1,89607
2014,BA,50000000823,1,7059
2014,BA,50000000824,1,221
2014,BA,50000000825,1,5
2014,BA,50000000826,1,9298
2014,BA,50000000827,1,456
2014,BA,50000000829,1,55652
2014,BA,50000000830,1,14
2014,BA,50000000831,1,557
2014,BA,50000000833,1,487
2014,BA,50000000842,1,331
2014,BA,50000000843,1,933
2014,BA,50000000844,1,7406
2014,BA,50000000845,1,27781
2014,BA,50000000846,1,322
2014,BA,50000000847,1,2847
2014,BA,50000000848,1,444
2014,BA,50000000849,1,172
2014,BA,50000000850,1,252
2014,BA,50000000851,1,218
2014,BA,50000000852,1,53
2014,BA,50000000853,1,3319
2014,BA,50000000854,1,84
2014,BA,50000000855,1,322
2014,BA,50000000856,1,66
2014,BA,50000000858,1,392
2014,BA,50000000859,1,514
2014,BA,50000000860,1,904
2014,BA,50000000861,1,1085
2014,BA,50000000862,1,348
2014,BA,50000000863,1,48
2014,BA,50000000864,1,7449
2014,BA,50000000865,1,4
2014,BA,50000000868,1,387
2014,BA,50000000869,1,63
2014,BA,50000000870,1,741
2014,BA,50000000872,1,222
2014,BA,50000000873,1,5095
2014,BA,50000000876,1,200
2014,BA,50000000883,1,0
2014,BA,50000000884,1,1375
2014,BA,50000000887,1,3141
2014,BA,50000000889,1,0
2014,BA,50000000893,1,183
2014,BA,50000000894,1,1734
2014,BA,50000000895,1,391
2014,BA,50000000896,1,254
2014,BA,50000000897,1,1320
2014,BA,50000000898,1,176
2014,BA,50000000900,1,1256
2014,BA,50000000902,1,11624
2014,BA,50000000905,1,18655
2014,BA,50000000906,1,5917
2014,BA,50000000907,1,975
2014,BA,50000000908,1,18063
2014,BA,50000000909,1,0
2014,BA,50000000914,1,5883
2014,BA,50000000915,1,19
2014,BA,50000000916,1,2341
2014,BA,50000000917,1,600
2014,BA,50000000920,1,1153
2014,BA,50000000921,1,392
2014,BA,50000000923,1,953
2014,BA,50000000924,1,87
2014,BA,50000000926,1,283
2014,BA,50000000927,1,886
2014,BA,50000000928,1,12623
2014,BA,50000000929,1,0
2014,BA,50000000931,1,1543
2014,BA,50000000932,1,821
2014,BA,50000000933,1,2255
2014,BA,50000000936,1,0
2014,BA,50000000939,1,48
2014,BA,50000000940,1,16
2014,BA,50000000942,1,0
2014,BA,50000000943,1,6
2014,BA,50000000944,1,344
2014,BA,50000000945,1,815
2014,BA,50000000947,1,2176
2014,BA,50000000948,1,1014
2014,BA,50000000950,1,7042
2014,BA,50000000952,1,55
2014,BA,50000000953,1,1178
2014,BA,50000000954,1,1164
2014,BA,50000000964,1,417
2014,BA,50000000969,1,17
2014,BA,50000000971,1,132
2014,BA,50000000972,1,32069
2014,BA,50000000973,1,687
2014,BA,50000000974,1,573
2014,BA,50000000975,1,4929
2014,BA,50000000976,1,518
2014,BA,50000000977,1,889
2014,BA,50000000978,1,144
2014,BA,50000000979,1,5008
2014,BA,50000000980,1,1804
2014,BA,50000000981,1,2781
2014,BA,50000000982,1,506
2014,BA,50000000983,1,1642
2014,BA,50000000985,1,1693
2014,BA,50000000986,1,770
2014,BA,50000000987,1,204
2014,BA,50000000988,1,218
2014,BA,50000000989,1,1195
2014,BA,50000000990,1,383
2014,BA,50000000991,1,1413
2014,BA,50000000993,1,901
2014,BA,50000000996,1,22
2014,BA,50000000997,1,244
2014,BA,50000001002,1,90
2014,BA,50000001006,1,7
2014,BA,50000001007,1,62
2014,BA,50000001008,1,442
2014,BA,50000001009,1,206
2014,BA,50000001010,1,136
2014,BA,50000001011,1,218
2014,BA,50000001012,1,2155
2014,BA,50000001013,1,366
2014,BA,50000001014,1,0
2014,BA,50000001020,1,2512
2014,BA,50000001021,1,259
2014,BA,50000001022,1,329
2014,BA,50000001024,1,181
2014,BA,50000001025,1,0
2014,BA,50000001027,1,0
2014,BA,50000001028,1,0
2014,BA,50000001030,1,573
2014,BA,50000001031,1,0
2014,BA,50000001032,1,380
2014,BA,50000001034,1,144
2014,BA,50000001041,1,29
2014,BA,50000001061,1,3
2014,BA,50000001062,1,25
2014,BA,50000001063,1,1225
2014,BA,50000001064,1,151
2014,BA,50000001067,1,159
2014,BA,50000001080,1,58
2014,BA,50000001081,1,34
2014,BA,50000001091,1,284
2014,BA,50000001092,1,519
2014,BA,50000001102,1,97
2014,BA,50000001103,1,33
2014,BA,50000001104,1,156
2014,BA,50000001105,1,193
2014,BA,50000001106,1,506
2014,BA,50000001107,1,299
2014,BA,50000001108,1,495
2014,BA,50000001110,1,579
2014,BA,50000001111,1,609
2014,BA,50000001114,1,64
2014,BA,50000001115,1,767
2014,BA,50000001116,1,238
2014,BA,50000001118,1,228
2014,BA,50000001119,1,169
2014,BA,50000001120,1,363
2014,BA,50000001123,1,177
2014,BA,50000001124,1,465
2014,BA,50000001125,1,71
2014,BA,50000001126,1,16609
2014,BA,50000001128,1,405
2014,BA,50000001145,1,75
2014,BA,50000001146,1,318
2014,BA,50000001147,1,696
2014,BA,50000001148,1,2056
2014,BA,50000001149,1,0
2014,BA,50000001150,1,0
2014,BA,50000001151,1,0
2014,BA,50000001153,1,0
2014,BA,50000001155,1,0
2014,BA,50000001157,1,583
2014,BA,50000001158,1,420
2014,BA,50000001159,1,492
2014,BA,50000001160,1,0
2014,BA,50000001162,1,23
2014,BA,50000001163,1,404
2014,BA,50000001164,1,25
2014,BA,50000001167,1,10
2014,BA,50000001168,1,804
2014,BA,50000001169,1,174
